step_size,num_minibatches,rollout_steps,entropy_coef,auc_seed_10000,auc_seed_20000,auc_seed_30000,auc_seed_40000,auc_seed_50000,mean_auc,std_auc,min_auc,max_auc,n_seeds
0.0030000000000000014,44,3875,0.0,-42629.09805343589,-30939.53652919883,-43793.62591523804,-49819.99185971867,-44502.35612422929,-42336.921696364145,6209.560180636096,-49819.99185971867,6209.560180636096,9
0.0030000000000000014,100,3875,0.0,-44037.02857552214,-40587.17414528875,-40144.66739444943,-42219.462178067486,-45286.46759092158,-42454.95997684988,1969.868592650647,-45286.46759092158,1969.868592650647,9
3.0000000000000014e-05,100,2750,0.05,-47692.116242729346,-44732.61342781823,-31864.326787828813,-45859.63396800219,-44373.16077997368,-42904.370241270444,5639.831091772946,-47692.116242729346,5639.831091772946,9
0.0030000000000000014,44,1625,0.0,-42991.07083920759,-41578.58336613393,-44788.41851977296,-44924.821144349015,-42171.69553287254,-43290.917880467205,1355.4928580357198,-44924.821144349015,1355.4928580357198,9
0.0003000000000000001,44,500,0.0,-42940.9998564806,-43199.25259369014,-43143.05234966158,-43592.233276108986,-45404.88964640923,-43656.0855444701,899.5154077830102,-45404.88964640923,899.5154077830102,9
0.0030000000000000014,100,2750,0.0,-45946.988146052485,-41428.72785516999,-45044.45934413024,-41841.51158286031,-44586.44270890953,-43769.62592742452,1801.70612677944,-45946.988146052485,1801.70612677944,9
0.0030000000000000014,72,1625,0.0,-44909.67659085593,-44891.77346548853,-44718.982951924125,-39870.73078422113,-44683.3975519443,-43814.91226888681,1974.1487800162156,-44909.67659085593,1974.1487800162156,9
0.0009486832980505143,72,1625,0.0,-45035.268656398424,-43882.59238521777,-48670.640781229944,-43030.9437222101,-39850.129578528584,-44093.91502471696,2864.152421621711,-48670.640781229944,2864.152421621711,9
0.0030000000000000014,16,1625,0.0,-47955.21722741675,-45171.05064851833,-46097.12666764103,-38006.079105343,-46172.773185125145,-44680.449366808854,3456.7619964074024,-47955.21722741675,3456.7619964074024,9
0.0009486832980505143,72,2750,0.0,-34149.80786124899,-46714.359620402,-49256.986451206016,,-49165.22239079639,-44821.594080913346,6245.186043637164,-49256.986451206016,6245.186043637164,8
3.0000000000000014e-05,44,5000,0.2,-45345.288460816126,-46643.6028341408,-43797.828414025134,-44322.60610876341,-44080.49167589879,-44837.96349872885,1042.9716988441119,-46643.6028341408,1042.9716988441119,9
3.0000000000000014e-05,44,2750,0.1,-45123.36693367768,-44453.774493599434,-44799.535969816825,-46249.55732202417,-44105.72222319859,-44946.39138846334,734.9182755266768,-46249.55732202417,734.9182755266768,9
0.0009486832980505143,72,500,0.0,-49600.72931686304,-49067.585870870884,-35849.005594576345,-42445.31386002851,-49903.687984270495,-45373.26452532186,5501.429064589837,-49903.687984270495,5501.429064589837,9
0.0030000000000000014,16,500,0.0,-49414.9281949153,-40796.648301985486,-45373.32860204242,-46718.162085848264,-44689.394193008564,-45398.49227556001,2812.604030457925,-49414.9281949153,2812.604030457925,9
3.0000000000000014e-05,128,5000,0.05,-45388.44813705183,-45988.38288151208,-43011.541471533346,-47081.882191938545,-45689.53012277949,-45431.956960963056,1338.5448192560355,-47081.882191938545,1338.5448192560355,9
3.0000000000000014e-05,72,5000,0.1,-47437.74261246112,-46149.08778508757,-43395.393286132356,-45976.83632546034,-44814.54101455029,-45554.72020473833,1362.9223164167167,-47437.74261246112,1362.9223164167167,9
0.0030000000000000014,128,2750,0.0,-45533.15098063742,-47357.92991772467,-46861.90211764136,-42968.122284387944,-45603.56089531583,-45664.93323914144,1522.6880641623707,-47357.92991772467,1522.6880641623707,9
0.0009486832980505143,44,500,0.0,-41921.37641437451,-47836.85195736196,-48685.66622336178,-48117.19658995795,-42715.47535288154,-45855.31330758755,2911.6301582805227,-48685.66622336178,2911.6301582805227,9
3.0000000000000014e-05,16,1625,0.2,-46436.7390878651,-44386.0575174797,-47084.20741468991,-46023.904419971055,-45832.09547073174,-45952.60078214751,893.150268297493,-47084.20741468991,893.150268297493,9
9.48683298050514e-05,16,5000,0.15000000000000002,-46028.38190597586,-47093.33632145183,-46311.68690280529,-45707.55282009707,-45260.758414051474,-46080.3432728763,615.3156649589681,-47093.33632145183,615.3156649589681,9
9.48683298050514e-05,16,3875,0.1,-46863.49341343287,-45745.62203858933,-46484.37366432501,-45884.738865131854,-45684.2784523236,-46132.50128676054,462.6292552135734,-46863.49341343287,462.6292552135734,9
3.0000000000000014e-05,44,3875,0.15000000000000002,-47052.01742334271,-45704.22104087934,-45959.50179576192,-46459.786206208635,-46747.322295437305,-46384.56975232599,495.2353890583186,-47052.01742334271,495.2353890583186,9
0.0030000000000000014,100,1625,0.0,-45586.07456283913,-46607.50319418838,-47804.48288109729,-47132.13363317713,-45141.75180800319,-46454.38921586102,978.0103876374469,-47804.48288109729,978.0103876374469,9
0.0009486832980505143,100,2750,0.0,-49826.63281546242,-39556.85935286193,-44003.604212979335,-49865.93206196027,-49746.08396732563,-46599.82248211792,4179.052930731711,-49865.93206196027,4179.052930731711,9
0.0030000000000000014,128,1625,0.0,-46697.23335861538,-46977.5958919294,-46822.70292779615,-47980.221290598296,-48873.642474705164,-47470.27918872888,835.3635328178792,-48873.642474705164,835.3635328178792,9
0.0009486832980505143,100,1625,0.0,-47324.969047518665,-44803.123590670766,-49195.924280945175,-48818.15745008868,-48656.54918651429,-47759.74471114752,1607.342270795371,-49195.924280945175,1607.342270795371,9
0.0003000000000000001,16,5000,0.05,-49818.76232644512,-49902.12307430458,-39280.17497300935,-49795.58581457605,-50005.85342705068,-47760.49992307716,4240.803981447808,-50005.85342705068,4240.803981447808,9
9.48683298050514e-05,16,5000,0.2,-47790.43634742441,-48143.083725248274,-47758.859738035506,-48022.51610304336,-48083.39485506884,-47959.658153764074,156.11717190088254,-48143.083725248274,156.11717190088254,9
0.0009486832980505143,100,500,0.0,-45800.664703545,-49760.104182852316,-47586.81375215769,-48461.738879310215,-49268.328378105056,-48175.52997919406,1398.1109509282126,-49760.104182852316,1398.1109509282126,9
0.0003000000000000001,100,1625,0.0,-50851.176613540054,-49527.458144856864,-45541.570879594496,-45578.597782809346,-50061.97943961537,-48312.15657208323,2286.2173774723897,-50851.176613540054,2286.2173774723897,9
0.0009486832980505143,128,1625,0.0,-49608.9094465098,-47482.90437112345,-48812.32464036192,-47638.95451983209,-49367.33370959225,-48582.085337483906,874.2639680758973,-49608.9094465098,874.2639680758973,9
3.0000000000000014e-05,44,3875,0.2,-48667.91496580264,-49140.284342763945,-48946.7588591485,-48887.82472803849,-48354.86231945939,-48799.52904304259,268.5657019865367,-49140.284342763945,268.5657019865367,9
0.0009486832980505143,128,2750,0.0,-47796.728294063025,-48198.31910060334,-48717.13849555842,-49997.34331663278,-49586.57975374901,-48859.221792121316,825.8622976178926,-49997.34331663278,825.8622976178926,9
9.48683298050514e-05,72,3875,0.05,-43643.16161449015,-50174.93805874065,-50178.753004916754,-50212.04470726864,-50128.16638337398,-48867.412753758035,2612.2622551578625,-50212.04470726864,2612.2622551578625,9
3.0000000000000014e-05,128,2750,0.05,-49583.9344015613,-48820.72535598945,-48678.09488013433,-49961.97873632898,-48427.713484259,-49094.489371654614,580.5196685689896,-49961.97873632898,580.5196685689896,9
3.0000000000000014e-05,100,1625,0.05,-49422.004618848725,-48053.845828567624,-49465.496657499614,-49388.83430770495,-49610.70827340336,-49188.177937204855,572.2035977499943,-49610.70827340336,572.2035977499943,9
0.0030000000000000014,44,500,0.0,-47841.49300527725,-49745.46056151547,-49410.07833607587,-48970.432243137824,-50005.75401833232,-49194.643632867745,760.1314130955207,-50005.75401833232,760.1314130955207,9
3.0000000000000014e-05,72,3875,0.1,-49417.4610491881,-49438.684501553595,-49119.560423753006,-49352.84345126199,-48791.13107377732,-49223.9360999068,244.2950509744722,-49438.684501553595,244.2950509744722,9
3.0000000000000014e-05,44,500,0.05,-49073.00403471501,-49351.654835324196,-48682.153864005035,-49555.393427134084,-49794.13926718137,-49291.26908567194,385.9915832504,-49794.13926718137,385.9915832504,9
3.0000000000000014e-05,16,500,0.1,-50049.309962749765,-49569.42941036383,-49211.375305322574,-49224.44752668242,-49134.824478449314,-49437.87733671358,340.54435634716236,-50049.309962749765,340.54435634716236,9
9.48683298050514e-05,16,3875,0.15000000000000002,-49839.99655321265,-49764.50293789986,-49633.899449951394,-49636.09901869892,-49632.930765535384,-49701.48574505964,85.67324793290287,-49839.99655321265,85.67324793290287,9
9.48683298050514e-05,72,2750,0.05,-48283.949910766845,-49973.2140448405,-50131.20854204905,-50123.92718155303,-50118.62981859493,-49726.18589956087,723.5082929515947,-50131.20854204905,723.5082929515947,9
9.48683298050514e-05,16,2750,0.1,-49688.6358300789,-49993.390833924626,-49530.23815294289,-49939.13473853622,-49527.02751932499,-49735.685414961525,197.8706994711422,-49993.390833924626,197.8706994711422,9
3.0000000000000014e-05,72,5000,0.15000000000000002,-50053.25234618285,-49772.31779411845,-49713.40313336568,-49757.22512315989,-49684.12905320301,-49796.065490005974,132.34835642071414,-50053.25234618285,132.34835642071414,9
3.0000000000000014e-05,100,5000,0.1,-49952.37277173148,-49853.073730773634,-49604.40048681169,-49914.4876266155,-49665.81305022013,-49798.02953323049,138.12139042573858,-49952.37277173148,138.12139042573858,9
3.0000000000000014e-05,44,1625,0.1,-49694.06346609161,-49769.916980428636,-49843.13382473337,-49717.01341755598,-49972.65000828417,-49799.35553941875,100.67848399557917,-49972.65000828417,100.67848399557917,9
0.0030000000000000014,72,500,0.0,-49848.70170195472,-49957.004162290046,-49891.3161892271,-49524.36905543867,-49795.07681030174,-49803.29358384246,149.20001748564565,-49957.004162290046,149.20001748564565,9
3.0000000000000014e-05,44,2750,0.15000000000000002,-49863.537805072876,-49886.98564011986,-49980.73907468691,-49761.50263700386,-49661.11731387048,-49830.7764941508,109.82226721604142,-49980.73907468691,109.82226721604142,9
9.48683298050514e-05,72,5000,0.05,-50234.9773230689,-49381.13949716355,-49614.23241832275,-49925.992956593414,-50031.4924237244,-49837.56692377459,303.8307375386226,-50234.9773230689,303.8307375386226,9
3.0000000000000014e-05,72,2750,0.1,-49420.079114579166,-49867.28707193656,-49991.88134045775,-50029.12379518578,-50144.16981666157,-49890.50822776416,251.26788804013586,-50144.16981666157,251.26788804013586,9
3.0000000000000014e-05,72,1625,0.1,-50137.63746159454,-49136.00358918422,-50157.37934476827,-50166.97600782234,-50176.33552395415,-49954.86638546471,409.63205814188785,-50176.33552395415,409.63205814188785,9
9.48683298050514e-05,72,1625,0.05,-50094.1081456056,-50080.14813341201,-50098.08139312565,-49525.56483992837,-50085.416368397244,-49976.66377609377,225.63767699902596,-50098.08139312565,225.63767699902596,9
9.48683298050514e-05,16,3875,0.2,-49994.35769785779,-49970.55480994659,-49967.91815239407,-50034.784049903545,-50010.1417608686,-49995.55129419411,25.067629568937477,-50034.784049903545,25.067629568937477,9
0.0030000000000000014,100,500,0.0,-49984.44595598679,-50095.96002694226,-50199.58860587231,-50029.072259989385,-49755.63495583114,-50012.940360924375,147.65369826607787,-50199.58860587231,147.65369826607787,9
0.0003000000000000001,16,1625,0.05,-50060.31246327461,-50016.830974237855,-50017.17057610846,-50088.965491335905,-50050.999779286016,-50046.85585684857,27.401398266279177,-50088.965491335905,27.401398266279177,9
9.48683298050514e-05,16,1625,0.1,-50104.76088830028,-49843.59556375252,-50082.86191301573,-50104.64005234782,-50100.286283481066,-50047.22894017949,102.13452235301904,-50104.76088830028,102.13452235301904,9
0.0003000000000000001,16,3875,0.05,-50087.415803430136,-50106.22351007146,-49915.583000204024,-50120.28663521696,-50018.27948965127,-50049.55768771477,75.5967974604043,-50120.28663521696,75.5967974604043,9
9.48683298050514e-05,44,1625,0.05,-50117.01864198029,-49801.36289211484,-50119.265465382574,-50129.45063570783,-50122.1393609408,-50057.84739922526,128.31071430193526,-50129.45063570783,128.31071430193526,9
0.0003000000000000001,16,2750,0.05,-50090.99451670613,-50094.72205762534,-50050.623369871464,-50033.85794885466,-50077.80223737176,-50069.60002608587,23.63779403172125,-50094.72205762534,23.63779403172125,9
0.0009486832980505143,16,2750,0.05,-50085.30412047846,-50041.81187600619,-50094.078463174876,-50098.359740999855,-50095.42760763641,-50082.996361659156,21.046946973778674,-50098.359740999855,21.046946973778674,9
9.48683298050514e-05,16,500,0.05,-50123.04127520624,-50045.31924979549,-50096.597499352305,-50063.955132707015,-50089.726338694534,-50083.72789915112,26.882470352713757,-50123.04127520624,26.882470352713757,9
9.48683298050514e-05,44,500,0.05,-50061.28031489414,-50104.025375439756,-50092.82523292079,-50091.26086733862,-50092.75304442561,-50088.42896700378,14.32718902326388,-50104.025375439756,14.32718902326388,9
0.0003000000000000001,16,500,0.05,-50080.73081870615,-50093.864315301806,-50085.18599860996,-50096.01229115518,-50088.897142118985,-50088.93811317841,5.581239760563242,-50096.01229115518,5.581239760563242,9
0.0003000000000000001,16,5000,0.1,-50084.867452534156,-50092.78443372477,-50084.45895741886,-50094.59204031502,-50098.48315892165,-50091.03720858289,5.522156804464185,-50098.48315892165,5.522156804464185,9
0.0003000000000000001,16,2750,0.15000000000000002,-50082.99236628098,-50094.98860489515,-50089.30826102294,-50092.52918917749,-50098.383284219984,-50091.64034111931,5.247747501973237,-50098.383284219984,5.247747501973237,9
0.0003000000000000001,44,3875,0.05,-50080.66994712155,-50094.8782622958,-50083.05180800727,-50096.06094781774,-50103.691098876334,-50091.67041282374,8.594819178918911,-50103.691098876334,8.594819178918911,9
9.48683298050514e-05,44,1625,0.1,-50096.47319442952,-50077.80089218,-50090.760600571855,-50097.09687840277,-50100.53047911889,-50092.532408940606,8.006125021270275,-50100.53047911889,8.006125021270275,9
9.48683298050514e-05,16,500,0.1,-50086.40060903612,-50098.85813965913,-50093.78341824316,-50087.89929819318,-50097.88969594047,-50092.966232214414,5.067624482917535,-50098.85813965913,5.067624482917535,9
0.0003000000000000001,16,3875,0.15000000000000002,-50086.668439444904,-50098.37186375863,-50086.90271646891,-50094.38781606029,-50099.40196295771,-50093.14655973809,5.457585731942983,-50099.40196295771,5.457585731942983,9
0.0003000000000000001,44,1625,0.05,-50090.412089715624,-50093.37435346155,-50097.17682744246,-50087.44174948148,-50098.12606295738,-50093.3062166117,4.024553014721994,-50098.12606295738,4.024553014721994,9
0.0003000000000000001,16,2750,0.1,-50089.291803124426,-50095.09163528854,-50091.868671640295,-50096.58621054191,-50093.72474456373,-50093.31261303178,2.5417746674756683,-50096.58621054191,2.5417746674756683,9
0.0009486832980505143,16,3875,0.05,-50085.78235746436,-50095.97698869899,-50095.05454305661,-50092.3819652291,-50097.368631591475,-50093.3128972081,4.1025689099268465,-50097.368631591475,4.1025689099268465,9
0.0003000000000000001,16,3875,0.1,-50074.886704148135,-50099.45257122165,-50098.631815361085,-50098.849247926046,-50096.60414780142,-50093.68489729166,9.44777928852243,-50099.45257122165,9.44777928852243,9
3.0000000000000014e-05,72,500,0.2,-50094.310986595156,-50091.48301654653,-50094.062083214725,-50090.14827030776,-50099.032592388285,-50093.80738981049,3.0467388150648773,-50099.032592388285,3.0467388150648773,9
9.48683298050514e-05,16,500,0.2,-50088.64026673934,-50094.87375084131,-50092.785713055535,-50095.61801600826,-50097.9240245792,-50093.96835424473,3.129716005443103,-50097.9240245792,3.129716005443103,9
0.0003000000000000001,16,1625,0.1,-50092.353188457186,-50098.280763044044,-50087.906529472464,-50096.15916033779,-50095.31174163251,-50094.0022765888,3.5930465381680805,-50098.280763044044,3.5930465381680805,9
0.0003000000000000001,128,2750,0.05,-50088.315858581416,-50094.245648191514,-50086.044108296854,-50100.37047898972,-50101.39355419402,-50094.07392965071,6.1787755697184865,-50101.39355419402,6.1787755697184865,9
9.48683298050514e-05,100,2750,0.15000000000000002,-50094.223047966065,-50096.01966586529,-50089.90567772642,-50090.898885801995,-50100.45587554799,-50094.30063058155,3.7877597629705915,-50100.45587554799,3.7877597629705915,9
9.48683298050514e-05,72,500,0.05,-50094.32013938653,-50102.692575084715,-50092.66165726638,-50081.90923842971,-50100.21882413908,-50094.36048686128,7.234155752255933,-50102.692575084715,7.234155752255933,9
0.0003000000000000001,16,2750,0.2,-50085.17183849508,-50095.648945018664,-50091.585413463785,-50100.04163151139,-50100.56867347545,-50094.603300392875,5.732619106458902,-50100.56867347545,5.732619106458902,9
0.0003000000000000001,44,2750,0.1,-50087.27446551313,-50096.15782220778,-50096.03467249651,-50097.89490533567,-50096.84068456409,-50094.84051002344,3.84021858366215,-50097.89490533567,3.84021858366215,9
9.48683298050514e-05,128,5000,0.2,-50091.56464273922,-50096.041082828124,-50091.564909615365,-50096.13058984662,-50098.926094429175,-50094.8454638917,2.872574550435995,-50098.926094429175,2.872574550435995,9
9.48683298050514e-05,16,500,0.15000000000000002,-50093.22792541162,-50093.7026575499,-50090.06659824108,-50098.364910800876,-50099.38792333495,-50094.950003067686,3.4561769665221,-50099.38792333495,3.4561769665221,9
0.0003000000000000001,16,3875,0.2,-50094.32386810501,-50095.00832680202,-50093.77038487192,-50095.625521552174,-50097.01867215758,-50095.14935469774,1.1246294857952661,-50097.01867215758,1.1246294857952661,9
0.0003000000000000001,16,5000,0.15000000000000002,-50088.68872143634,-50101.13910580345,-50089.707569347906,-50095.921437496705,-50100.9838609961,-50095.2881390161,5.324869921403056,-50101.13910580345,5.324869921403056,9
9.48683298050514e-05,44,1625,0.15000000000000002,-50087.289689083926,-50099.99818449741,-50090.00930835163,-50098.3086887809,-50101.60731970457,-50095.442638083696,5.70897886812243,-50101.60731970457,5.70897886812243,9
9.48683298050514e-05,16,1625,0.2,-50092.909468655496,-50090.300594875276,-50096.48449240265,-50099.69982687872,-50098.49179775638,-50095.577236113706,3.500670339484992,-50099.69982687872,3.500670339484992,9
9.48683298050514e-05,44,5000,0.2,-50099.67540146167,-50088.073830924746,-50090.44383801535,-50095.97043174827,-50103.890820207256,-50095.610864471455,5.808828688134487,-50103.890820207256,5.808828688134487,9
9.48683298050514e-05,72,2750,0.15000000000000002,-50087.45966927516,-50102.85824664975,-50092.945789851154,-50095.158618080204,-50099.87323129343,-50095.65911102994,5.374566277748626,-50102.85824664975,5.374566277748626,9
0.0003000000000000001,128,3875,0.05,-50082.449367753135,-50099.9590300673,-50100.88549473613,-50094.56574229829,-50100.56769128907,-50095.68546522879,7.008392831969126,-50100.88549473613,7.008392831969126,9
3.0000000000000014e-05,44,500,0.15000000000000002,-50084.64535678382,-50097.73017501378,-50099.41377376462,-50098.86125791048,-50097.995598318834,-50095.72923235831,5.574547754977104,-50099.41377376462,5.574547754977104,9
9.48683298050514e-05,128,2750,0.15000000000000002,-50088.10771090765,-50100.74408622654,-50092.46977837461,-50096.96697829522,-50100.74245304686,-50095.80620137018,4.909076580111495,-50100.74408622654,4.909076580111495,9
3.0000000000000014e-05,44,500,0.2,-50093.58567131183,-50101.33184090434,-50091.23793198828,-50091.45831631899,-50101.4766951514,-50095.81809113497,4.634445564592565,-50101.4766951514,4.634445564592565,9
0.0003000000000000001,16,5000,0.2,-50088.82763280772,-50095.41132584985,-50093.44248186665,-50100.16136860006,-50101.52643545669,-50095.87384891619,4.606716713693926,-50101.52643545669,4.606716713693926,9
3.0000000000000014e-05,72,500,0.15000000000000002,-50090.73687906756,-50098.44708045655,-50098.37153165243,-50090.15644321141,-50101.68250252592,-50095.87888738278,4.597335242443464,-50101.68250252592,4.597335242443464,9
9.48683298050514e-05,128,1625,0.05,-50096.92730315203,-50104.07044755958,-50098.368930471384,-50073.99775961811,-50106.50079799544,-50095.973047759304,11.540931979462412,-50106.50079799544,11.540931979462412,9
0.0003000000000000001,44,2750,0.05,-50084.735820659465,-50099.94547576003,-50090.127438678035,-50102.47656470547,-50102.658969271026,-50095.9888538148,7.255654796340665,-50102.658969271026,7.255654796340665,9
9.48683298050514e-05,100,3875,0.2,-50084.645597286224,-50101.139559526,-50096.99180956707,-50094.95304878315,-50102.359452982346,-50096.01789362896,6.2906019982278805,-50102.359452982346,6.2906019982278805,9
9.48683298050514e-05,128,3875,0.2,-50088.00522932459,-50101.00529610572,-50094.75932009882,-50095.42116385248,-50101.07986683731,-50096.054175243786,4.8297837935219405,-50101.07986683731,4.8297837935219405,9
0.0003000000000000001,72,2750,0.05,-50093.61638111152,-50098.04471427507,-50091.684296137115,-50099.928853140336,-50098.12695127744,-50096.280239188294,3.100159158042321,-50099.928853140336,3.100159158042321,9
3.0000000000000014e-05,72,500,0.1,-50090.05061051816,-50098.2554752943,-50096.529471938506,-50094.45509184442,-50102.55609018923,-50096.36934795693,4.133998421759576,-50102.55609018923,4.133998421759576,9
9.48683298050514e-05,100,1625,0.1,-50086.82734721164,-50097.20415486103,-50098.12257972142,-50097.04872646609,-50102.68153866125,-50096.37686938428,5.198567614205104,-50102.68153866125,5.198567614205104,9
0.0003000000000000001,72,5000,0.1,-50089.15974841707,-50094.4731885161,-50099.39071526339,-50096.856295750724,-50102.19232286107,-50096.41445416167,4.446040678858226,-50102.19232286107,4.446040678858226,9
9.48683298050514e-05,128,2750,0.1,-50093.94346359803,-50095.4054299057,-50097.806497675854,-50102.88357524148,-50092.31482615645,-50096.470758515505,3.679737378815697,-50102.88357524148,3.679737378815697,9
0.0003000000000000001,72,3875,0.1,-50093.173733842916,-50095.47157132886,-50094.23009405664,-50098.27481272672,-50101.33475272649,-50096.49699293632,2.959693700373932,-50101.33475272649,2.959693700373932,9
0.0003000000000000001,44,5000,0.2,-50094.793649729894,-50099.47326041885,-50094.05052831429,-50095.41510536103,-50098.93082083138,-50096.53267293109,2.228558681814875,-50099.47326041885,2.228558681814875,9
0.0009486832980505143,16,5000,0.1,-50091.51215517889,-50097.98426991703,-50093.86232790975,-50098.44270100635,-50101.71066758566,-50096.70242431954,3.5988674069603555,-50101.71066758566,3.5988674069603555,9
0.0003000000000000001,44,5000,0.15000000000000002,-50097.371748294245,-50097.51239643635,-50096.59670344046,-50096.36774130315,-50096.13744229654,-50096.797206354146,0.5480010136405039,-50097.51239643635,0.5480010136405039,9
9.48683298050514e-05,72,2750,0.2,-50091.009609544184,-50099.502433752095,-50096.55001304498,-50096.0968432072,-50100.88316322299,-50096.80841255429,3.4076549361242967,-50100.88316322299,3.4076549361242967,9
9.48683298050514e-05,72,3875,0.2,-50088.29617797678,-50101.42785612746,-50092.91608254481,-50101.55219795944,-50100.13211143812,-50096.86488520932,5.338204899919887,-50101.55219795944,5.338204899919887,9
3.0000000000000014e-05,100,500,0.1,-50094.5076155304,-50102.803899085615,-50090.46511530227,-50099.216108406115,-50097.74177731582,-50096.946903128046,4.196408383791782,-50102.803899085615,4.196408383791782,9
9.48683298050514e-05,100,2750,0.2,-50092.42553905896,-50100.29248039355,-50096.17199381454,-50096.039735113445,-50100.405193808336,-50097.06698843777,2.9982238260974654,-50100.405193808336,2.9982238260974654,9
0.0003000000000000001,44,3875,0.1,-50089.4125118324,-50103.03482417213,-50098.44926945273,-50094.50368852173,-50100.042223352444,-50097.088503466286,4.723070844981649,-50103.03482417213,4.723070844981649,9
9.48683298050514e-05,44,1625,0.2,-50091.64630843045,-50100.25308426339,-50093.30274349231,-50099.5274806819,-50100.736483185945,-50097.09322001079,3.826755588600118,-50100.736483185945,3.826755588600118,9
3.0000000000000014e-05,100,500,0.15000000000000002,-50092.687149414895,-50100.21396547583,-50095.60581182064,-50097.237466700695,-50099.8149568355,-50097.11187004951,2.7853837368844774,-50100.21396547583,2.7853837368844774,9
0.0009486832980505143,16,5000,0.05,-50096.11573740685,-50099.293474862585,-50097.2815857398,-50093.17431683936,-50099.732894180204,-50097.11960180576,2.372942354711435,-50099.732894180204,2.372942354711435,9
0.0003000000000000001,44,5000,0.1,-50091.17949008293,-50096.80591251668,-50099.6615732923,-50095.89372169602,-50102.22084417847,-50097.15230835328,3.724649097175556,-50102.22084417847,3.724649097175556,9
3.0000000000000014e-05,128,1625,0.2,-50094.95100324921,-50096.93171798884,-50095.14684953463,-50098.38622821644,-50100.77034207625,-50097.23722821307,2.167622599979072,-50100.77034207625,2.167622599979072,9
9.48683298050514e-05,100,3875,0.15000000000000002,-50088.42736320942,-50103.389640431946,-50097.37265102195,-50096.542590634395,-50100.8977999308,-50097.326009045704,5.085806392614771,-50103.389640431946,5.085806392614771,9
0.0003000000000000001,100,5000,0.1,-50091.69145884662,-50101.16059423336,-50097.071327393816,-50096.92733605543,-50100.277944297995,-50097.425732165444,3.3268664125598018,-50101.16059423336,3.3268664125598018,9
0.0003000000000000001,72,3875,0.05,-50091.52713491226,-50097.973955166286,-50095.306431290475,-50096.27782455847,-50107.00121466556,-50097.61731211861,5.146056292042942,-50107.00121466556,5.146056292042942,9
9.48683298050514e-05,100,5000,0.15000000000000002,-50090.69382200698,-50102.32543886383,-50092.96516146655,-50098.18286556918,-50104.02720557126,-50097.63889869557,5.160386290631383,-50104.02720557126,5.160386290631383,9
9.48683298050514e-05,100,5000,0.2,-50094.47850209698,-50100.33621869635,-50095.271932575895,-50096.41720447687,-50101.846168127646,-50097.67000519475,2.900171899226058,-50101.846168127646,2.900171899226058,9
9.48683298050514e-05,44,3875,0.15000000000000002,-50090.485684829,-50101.221602296115,-50094.39218462637,-50103.1679465355,-50100.03491739112,-50097.86046713563,4.703428508968841,-50103.1679465355,4.703428508968841,9
3.0000000000000014e-05,44,500,0.1,-50099.18812521225,-50103.73969482197,-50097.315237543866,-50085.46155178266,-50103.70313103021,-50097.881548078185,6.700639831365466,-50103.73969482197,6.700639831365466,9
9.48683298050514e-05,72,3875,0.15000000000000002,-50091.97080290964,-50100.93160462532,-50098.387068728756,-50093.62379768577,-50104.58921005181,-50097.900496800255,4.639281772055449,-50104.58921005181,4.639281772055449,9
9.48683298050514e-05,72,1625,0.1,-50089.2282793218,-50100.414253606774,-50095.765342553714,-50101.838826233354,-50102.52348322689,-50097.95403698851,4.958897506466644,-50102.52348322689,4.958897506466644,9
9.48683298050514e-05,128,3875,0.15000000000000002,-50093.03060426709,-50100.55081359069,-50096.89645788667,-50097.72162333083,-50102.33784251535,-50098.10746831813,3.201748684125501,-50102.33784251535,3.201748684125501,9
9.48683298050514e-05,16,1625,0.15000000000000002,-50104.07565658873,-50093.21793416143,-50100.437690202016,-50097.9215503465,-50095.005171686935,-50098.131600597124,3.862969002635421,-50104.07565658873,3.862969002635421,9
9.48683298050514e-05,100,3875,0.1,-50094.86533097997,-50096.82384710776,-50097.22793362507,-50094.96132972946,-50106.960724207085,-50098.16783312987,4.4987293208068415,-50106.960724207085,4.4987293208068415,9
0.0009486832980505143,72,3875,0.05,-50094.490344178565,-50096.97186473481,-50102.10423308133,-50096.40228113793,-50101.057944445296,-50098.20533351559,2.89525114019276,-50102.10423308133,2.89525114019276,9
9.48683298050514e-05,72,1625,0.15000000000000002,-50093.779827825674,-50100.61596100468,-50098.820731806256,-50097.44439077817,-50100.74346660994,-50098.28087560494,2.5599828505973816,-50100.74346660994,2.5599828505973816,9
0.0003000000000000001,44,5000,0.05,-50097.893399025204,-50101.388767509845,-50085.15766602855,-50103.87434005889,-50103.448719752494,-50098.352578474995,6.928138436858359,-50103.87434005889,6.928138436858359,9
0.0009486832980505143,100,3875,0.05,-50089.21460054146,-50100.360374745345,-50095.30825852883,-50101.73830988916,-50105.43841685824,-50098.411992112604,5.629500926587674,-50105.43841685824,5.629500926587674,9
9.48683298050514e-05,100,2750,0.1,-50096.21338024013,-50099.383517316346,-50096.51715299806,-50097.07017428805,-50103.25691348842,-50098.488227666196,2.6310777096566023,-50103.25691348842,2.6310777096566023,9
9.48683298050514e-05,44,2750,0.15000000000000002,-50093.860465848906,-50104.140074952404,-50095.6246994855,-50101.778817900675,-50098.31703009689,-50098.74421765688,3.797077538005987,-50104.140074952404,3.797077538005987,9
