step_size,num_minibatches,rollout_steps,entropy_coef,auc_seed_10000,auc_seed_20000,auc_seed_30000,auc_seed_40000,auc_seed_50000,mean_auc,std_auc,min_auc,max_auc,n_seeds
3.0000000000000014e-05,16,3875,0.1,-23938.419659323907,-23449.890191176226,-27081.225330230827,-26879.869514980168,-24673.654647673502,-25204.611868676926,1502.8221925853786,-27081.225330230827,1502.8221925853786,9
9.48683298050514e-05,16,2750,0.0,-24675.05530678675,-18462.298762096452,-26180.86046895592,-41475.42846295745,-17348.394270630342,-25628.40745428538,8628.486444442266,-41475.42846295745,8628.486444442266,9
3.0000000000000014e-05,16,3875,0.15000000000000002,-28735.925217875214,-24664.878777128986,-24598.39349591829,-29856.95473938623,-20569.668827562546,-25685.164211574254,3319.6784454372028,-29856.95473938623,3319.6784454372028,9
0.0003000000000000001,128,5000,0.0,-26985.485807535086,-30838.238211803004,-15839.138130021944,-27669.951150224588,-27117.347228863153,-25690.032105689555,5122.102037410932,-30838.238211803004,5122.102037410932,9
3.0000000000000014e-05,16,1625,0.05,-28559.73846355364,-22831.225736647975,-21860.26087465975,-24835.81172834321,-30542.29924853447,-25725.86721034781,3326.947676866546,-30542.29924853447,3326.947676866546,9
9.48683298050514e-05,44,5000,0.0,-31691.163703755756,-28323.86550976054,-23420.6664857379,-27726.829584474017,-18812.0317190351,-25994.911400552664,4451.771681947485,-31691.163703755756,4451.771681947485,9
3.0000000000000014e-05,16,1625,0.0,-16072.359622630298,-19161.70676910966,-46439.90930015487,-21824.299660525896,-26936.268065324315,-26086.90868354901,10783.185944714378,-46439.90930015487,10783.185944714378,9
3.0000000000000014e-05,16,5000,0.1,-24231.669148831435,-30299.54960103957,-27211.777621895413,-25394.250915974222,-23335.28955018984,-26094.507367586095,2469.9992428098367,-30299.54960103957,2469.9992428098367,9
3.0000000000000014e-05,72,5000,0.0,-27334.35607582095,-19528.39418456405,-30620.91164866566,-27588.288911174423,-26600.147720527788,-26334.419708150574,3669.8411049541482,-30620.91164866566,3669.8411049541482,9
9.48683298050514e-05,100,5000,0.0,-28174.004380333157,-29357.434347916045,-29550.413178040224,-26130.668576474523,-19846.20555928156,-26611.745208409102,3594.974088265824,-29550.413178040224,3594.974088265824,9
3.0000000000000014e-05,16,3875,0.2,-27599.98452135823,-26258.74199311119,-29574.813647043182,-24310.605795474075,-25584.547357419495,-26665.738662881235,1800.9333324090421,-29574.813647043182,1800.9333324090421,9
3.0000000000000014e-05,16,5000,0.15000000000000002,-30629.883183070164,-25492.532297237558,-22451.294131052266,-30682.844916053607,-25712.154891433154,-26993.74188376935,3205.0251717911574,-30682.844916053607,3205.0251717911574,9
0.0003000000000000001,100,5000,0.0,-26493.977033833035,-28434.51395983344,-25889.387787939137,-27882.635064556394,-27023.596432595416,-27144.822055751487,918.921469819856,-28434.51395983344,918.921469819856,9
3.0000000000000014e-05,100,1625,0.0,-33877.14694169449,-33380.14442233082,-26845.692523514903,-22134.005383745716,-22173.183949285136,-27682.03464411421,5151.2212963286765,-33877.14694169449,5151.2212963286765,9
3.0000000000000014e-05,16,2750,0.1,-29635.07412714906,-24835.78996688241,-19339.51624134123,-26559.763114145106,-38377.490197715386,-27749.52672944664,6279.212884808,-38377.490197715386,6279.212884808,9
9.48683298050514e-05,128,5000,0.0,-28038.706354369715,-26655.6767899645,-29645.043897036714,-26434.94723751659,-28773.50160687227,-27909.57517715196,1226.5140961555987,-29645.043897036714,1226.5140961555987,9
0.0003000000000000001,128,3875,0.0,-27095.454338459975,-29078.117902248112,-27182.747742486245,-28178.733406629333,-28315.556786631878,-27970.12203529111,745.0504103386717,-29078.117902248112,745.0504103386717,9
3.0000000000000014e-05,16,2750,0.0,-30530.553198716105,-21458.567625533393,-28985.03866246955,-29854.61844078661,-29790.034626549346,-28123.762510811,3368.42948263882,-30530.553198716105,3368.42948263882,9
3.0000000000000014e-05,16,3875,0.0,-26888.466452923745,-24288.541280290836,-29773.876169321728,-28704.49286633358,-31439.490192519133,-28218.973392277803,2459.4196701250726,-31439.490192519133,2459.4196701250726,9
0.0003000000000000001,72,5000,0.0,-29110.988210000436,-28318.639814438397,-28352.635191255034,-28668.106748586597,-28225.039251861515,-28535.081843228392,324.22958219096546,-29110.988210000436,324.22958219096546,9
0.0003000000000000001,44,5000,0.0,-27181.02896129669,-29181.08935311028,-29536.724752118076,-28193.680636815872,-28586.51117253052,-28535.806975174288,821.3733082333546,-29536.724752118076,821.3733082333546,9
3.0000000000000014e-05,128,1625,0.0,-20293.85721336581,-16312.477610665377,-30365.448348318754,-45907.34856519701,-30599.592395867356,-28695.74482668286,10262.444845928198,-45907.34856519701,10262.444845928198,9
0.0003000000000000001,16,2750,0.0,-29140.937933354657,-29017.339946576976,-28530.719753439862,-28155.383915666378,-29422.238043338635,-28853.323918475297,452.6544057705431,-29422.238043338635,452.6544057705431,9
0.0003000000000000001,16,5000,0.0,-26482.564690303545,-30544.764405368667,-29413.801755956156,-28918.072963447958,-28921.355131034576,-28856.111789222177,1326.9805928167505,-30544.764405368667,1326.9805928167505,9
0.0003000000000000001,16,3875,0.0,-29163.927959086563,-29007.230952151014,-28990.548323837127,-28490.565631458736,-28633.943276935137,-28857.243228693715,252.44303048594227,-29163.927959086563,252.44303048594227,9
0.0003000000000000001,100,3875,0.0,-27429.117776389412,-28470.456962264212,-30777.331349009568,-28989.365696636498,-28911.027653668418,-28915.459887593624,1084.369635063037,-30777.331349009568,1084.369635063037,9
3.0000000000000014e-05,16,5000,0.0,-28933.333997313144,-29044.609321104468,-29814.89527311124,-29639.104140413034,-27203.528848771,-28927.094316142575,925.1675696197129,-29814.89527311124,925.1675696197129,9
0.0009486832980505143,44,5000,0.0,-26091.800579952713,-29345.563990850096,-33187.68669905328,-28387.004952828916,-27970.186263611828,-28996.448497259367,2347.3378291850045,-33187.68669905328,2347.3378291850045,9
0.0009486832980505143,16,3875,0.0,-28120.15768537348,-30320.22851672786,-28270.753804191605,-29726.05372336811,-28645.83059001561,-29016.604863935332,860.2484782600487,-30320.22851672786,860.2484782600487,9
0.0003000000000000001,44,3875,0.0,-27952.24785224675,-29984.659803321538,-29298.576388309877,-29298.147772919823,-29063.09427513037,-29119.345218385668,660.021806813773,-29984.659803321538,660.021806813773,9
0.0009486832980505143,72,5000,0.0,-28346.404842825927,-33518.184954475226,-27463.346152682378,-26852.54230117031,-30934.516751996693,-29422.99900063011,2476.3592557685224,-33518.184954475226,2476.3592557685224,9
0.0003000000000000001,44,2750,0.0,-27646.61437879801,-31357.064486572246,-32947.75130306299,-28569.303783026757,-28370.4638454385,-29778.239559379697,2026.1133693191762,-32947.75130306299,2026.1133693191762,9
0.0009486832980505143,16,5000,0.0,-30805.703803289638,-31360.354474494918,-30628.967713309627,-29851.03827323937,-27713.36843709156,-30071.88654028502,1274.390711395647,-31360.354474494918,1274.390711395647,9
3.0000000000000014e-05,16,2750,0.15000000000000002,-30898.136613753893,-27395.049202815026,-26000.24628250387,-28584.516303631193,-38730.850513087345,-30321.759783158264,4501.203079613655,-38730.850513087345,4501.203079613655,9
9.48683298050514e-05,128,1625,0.0,-33771.75614374103,-28416.713504181076,-37548.040491206004,-25440.82657598791,-28840.528653294776,-30803.57307368216,4303.66456599233,-37548.040491206004,4303.66456599233,9
3.0000000000000014e-05,16,2750,0.2,-33989.916650105326,-29968.507417031477,-32880.42087422788,-29374.734168778632,-28223.699700294263,-30887.45576208752,2182.913765423335,-33989.916650105326,2182.913765423335,9
0.0003000000000000001,72,3875,0.0,-34603.06659546193,-29432.467682743365,-28889.93301673079,-28452.514585476445,-33875.73634857765,-31050.743645798037,2632.0446814846064,-34603.06659546193,2632.0446814846064,9
3.0000000000000014e-05,100,5000,0.05,-36284.91556246611,-41664.23092044956,-31811.4038443058,-42735.62167680882,-4161.570201332827,-31331.548441072628,14140.657963340362,-42735.62167680882,14140.657963340362,9
3.0000000000000014e-05,44,5000,0.1,-31639.061040651362,-36638.32797251595,-31351.338397900694,-31838.897265207877,-28762.604231256693,-32046.045781506517,2551.909464369749,-36638.32797251595,2551.909464369749,9
0.0003000000000000001,16,1625,0.0,-27631.940787876327,-33805.051495275584,-34238.858211609724,-35307.64079047256,-30084.408160527528,-32213.579889152345,2889.0322297235525,-35307.64079047256,2889.0322297235525,9
0.0003000000000000001,72,2750,0.0,-27270.992031745453,-28164.384973302815,-32751.77443577075,-28894.09887771746,-46841.86793211664,-32784.62365013063,7273.102748252432,-46841.86793211664,7273.102748252432,9
3.0000000000000014e-05,16,1625,0.1,-29185.568603769272,-32995.24960217865,-34166.15941297627,-37419.6261243023,-30419.76803320728,-32837.274355286754,2897.175559856218,-37419.6261243023,2897.175559856218,9
0.0030000000000000014,16,5000,0.0,-36779.60327086775,-31632.797358425283,-34998.057537236426,-31746.82807008165,-31845.57771105185,-33400.57278953259,2109.394025732335,-36779.60327086775,2109.394025732335,9
0.0009486832980505143,72,3875,0.0,-29113.569599053317,-27005.74236600266,-38996.784524278526,-43207.40660510954,-30211.680944459673,-33707.03680778075,6268.385086998145,-43207.40660510954,6268.385086998145,9
0.0030000000000000014,16,3875,0.0,-34549.07815920265,-37926.0450969938,-30752.951832065934,-36225.676978890544,-31510.84964779352,-34192.92034298929,2728.4447925506533,-37926.0450969938,2728.4447925506533,9
0.0009486832980505143,44,3875,0.0,-28426.084264873625,-32852.03397334547,-43782.01532296883,-32856.052902880525,-33203.67389894804,-34223.9720726033,5094.430668350154,-43782.01532296883,5094.430668350154,9
0.0009486832980505143,100,5000,0.0,-29018.6857491304,-30973.77844613743,-34641.17379428736,-27736.55718006376,-49243.00751542513,-34322.64053700882,7815.908416643212,-49243.00751542513,7815.908416643212,9
0.0003000000000000001,100,2750,0.0,-36462.654135818346,-27165.385753848084,-29511.62880895191,-38962.907009506795,-39813.56704301017,-34383.22855022706,5111.081693243345,-39813.56704301017,5111.081693243345,9
0.0009486832980505143,16,2750,0.0,-35783.75016058546,-29414.090495364766,-33499.56866055011,-34592.75307373088,-41873.4463856244,-35032.72175517112,4036.649730192024,-41873.4463856244,4036.649730192024,9
0.0009486832980505143,128,5000,0.0,-31818.050431063853,-41359.86510587817,-36952.28141132153,-28099.520596315902,-39555.79031112004,-35557.101571139894,4923.497141056187,-41359.86510587817,4923.497141056187,9
0.0030000000000000014,44,5000,0.0,-29801.384998588077,-35570.87361541173,-40974.912073757296,-39552.0145549245,-34293.29280797378,-36038.495610131074,3971.875496764911,-40974.912073757296,3971.875496764911,9
9.48683298050514e-05,100,1625,0.0,-25162.901953999874,-37457.2722324242,-35621.83249499359,-38788.81699279687,-44318.35594944928,-36269.83592473277,6266.064727873883,-44318.35594944928,6266.064727873883,9
9.48683298050514e-05,72,500,0.0,-46947.40003695757,-44724.113855187876,-12332.631886111267,-47904.97428295855,-29841.319624634823,-36350.08793717002,13675.854579446432,-47904.97428295855,13675.854579446432,9
0.0003000000000000001,128,2750,0.0,-28119.17857760395,-35919.95578113892,-45894.294756048315,-29234.96540277367,-43127.765292824864,-36459.231962077945,7148.805260804535,-45894.294756048315,7148.805260804535,9
0.0009486832980505143,100,3875,0.0,-35257.25163352483,-27753.852534887494,-45129.35034400848,-27162.872579468865,-47271.0849917959,-36514.88241673711,8434.48065122679,-47271.0849917959,8434.48065122679,9
0.0003000000000000001,72,1625,0.0,-30102.746822444893,-43250.52434783994,-27978.295615560644,-42022.4478105582,-40800.80480434345,-36830.96388014942,6442.9890445332385,-43250.52434783994,6442.9890445332385,9
3.0000000000000014e-05,44,3875,0.1,-39626.96125962502,-40312.12628591963,-32454.02354933114,-36687.8334086657,-38264.4890240491,-37469.086705518115,2797.6124345485377,-40312.12628591963,2797.6124345485377,9
0.0030000000000000014,72,5000,0.0,-40310.99449007835,-36934.20187800851,-36521.020865836195,-38669.32010194415,-34941.91800145822,-37475.49106746509,1848.6918216096603,-40310.99449007835,1848.6918216096603,9
0.0003000000000000001,72,500,0.0,-42470.22734856478,-27943.712832760877,-37167.23797424438,-40823.885321448164,-40897.10378074537,-37860.433451552715,5255.006779201098,-42470.22734856478,5255.006779201098,9
0.0003000000000000001,128,1625,0.0,-29855.651785059443,-49295.07444498038,-38448.78431090349,-43457.440662076566,-31952.754562995095,-38601.941153203,7192.380581107121,-49295.07444498038,7192.380581107121,9
3.0000000000000014e-05,100,500,0.0,-48755.42440004395,-14078.613530474198,-47018.94225528191,-38124.36189672105,-45608.30556259748,-38717.12952902372,12841.990575154627,-48755.42440004395,12841.990575154627,9
0.0003000000000000001,44,1625,0.0,-38667.21818969282,-36750.78165936231,-42061.7616569988,-44712.06412471159,-32815.4933989251,-39001.463805938125,4133.277127687363,-44712.06412471159,4133.277127687363,9
9.48683298050514e-05,44,2750,0.05,2003.703466086445,-49371.04810886057,-49826.101962702334,-49860.18935685614,-49612.39518254494,-39333.20622897551,20669.19607986731,-49860.18935685614,20669.19607986731,9
0.0009486832980505143,44,2750,0.0,-31382.084234848495,-43771.84684922402,-37081.416114203894,-34608.819255410905,-50183.877058885075,-39405.60870251447,6753.119418259358,-50183.877058885075,6753.119418259358,9
0.0003000000000000001,16,500,0.0,-31975.116729316203,-37811.01442735862,-45140.336086984,-41298.791729507764,-41116.41345376165,-39468.33448538565,4407.569903965446,-45140.336086984,4407.569903965446,9
0.0030000000000000014,72,3875,0.0,-39854.45237474677,-35767.2830031302,-42917.766864527504,-43942.85880267225,-38583.60488617655,-40213.19318625065,2958.901645729255,-43942.85880267225,2958.901645729255,9
0.0009486832980505143,128,3875,0.0,-31721.18386622694,-47905.567932186146,-49725.30496782298,-34402.552121509914,-37620.09569795515,-40274.94091714022,7242.040628498415,-49725.30496782298,7242.040628498415,9
9.48683298050514e-05,16,5000,0.1,-41574.69264608382,-39928.76813077312,-38850.7566902305,-41690.5253582097,-39524.240280214784,-40313.79662110239,1131.138611711028,-41690.5253582097,1131.138611711028,9
3.0000000000000014e-05,44,5000,0.15000000000000002,-41616.92097801866,-42119.10067969261,-36735.56767486407,-41144.39441932257,-40648.27633301579,-40452.85201698274,1921.7734304397713,-42119.10067969261,1921.7734304397713,9
9.48683298050514e-05,44,500,0.0,-28948.09758731525,-45167.60085606863,-40408.19995337198,-46430.062905096645,-42489.90381906969,-40688.77302418444,6231.991035721698,-46430.062905096645,6231.991035721698,9
0.0003000000000000001,100,500,0.0,-40768.157999660245,-47043.93680167343,-28433.734380283655,-47575.51377390994,-39828.295145215416,-40729.92762014853,6909.986000084528,-47575.51377390994,6909.986000084528,9
3.0000000000000014e-05,16,1625,0.15000000000000002,-41954.619699252136,-39538.59754858433,-42247.81301971114,-41675.21031064573,-38701.166128813755,-40823.48134140142,1427.500274894042,-42247.81301971114,1427.500274894042,9
0.0030000000000000014,16,2750,0.0,-42774.2719958859,-35952.69022805752,-39196.36169695202,-48998.65782807047,-37462.90802354773,-40876.97795450273,4653.823433685407,-48998.65782807047,4653.823433685407,9
0.0030000000000000014,100,5000,0.0,-42456.62865630933,-41007.1613279644,-42024.14571390798,-44222.18523881069,-35474.49802706037,-41036.92379281055,2969.091635639005,-44222.18523881069,2969.091635639005,9
0.0009486832980505143,16,500,0.0,-42632.66485132438,-42630.02923730697,-45251.62889943218,-31032.583348886226,-43929.728791846304,-41095.32702575921,5124.1820305524925,-45251.62889943218,5124.1820305524925,9
0.0030000000000000014,44,2750,0.0,-43205.186369385345,-47215.5534667979,-40899.57014532208,-40834.25884265832,-34997.73699821376,-41430.46116447548,3965.707633734437,-47215.5534667979,3965.707633734437,9
0.0030000000000000014,72,2750,0.0,-42209.44162911731,-42769.993221514385,-41959.37291530952,-39176.462377985255,-41206.51712459835,-41464.357453704964,1249.4655662864075,-42769.993221514385,1249.4655662864075,9
3.0000000000000014e-05,128,3875,0.05,-48095.39897510786,-17202.981639181216,-47065.185834577365,-49371.83251968959,-46161.00548008808,-41579.28088972882,12234.990594571556,-49371.83251968959,12234.990594571556,9
0.0009486832980505143,16,1625,0.0,-40477.56809340298,-46762.2086646972,-42269.51885023084,-36317.6849256698,-42098.185576619835,-41585.03322212413,3361.7384956205183,-46762.2086646972,3361.7384956205183,9
0.0030000000000000014,128,5000,0.0,-42407.127907042974,-35166.82330910144,-43089.338383589195,-48871.691624424915,-39480.8631518372,-41803.168875199146,4503.713994431809,-48871.691624424915,4503.713994431809,9
9.48683298050514e-05,100,500,0.0,-44170.36541960668,-50159.282733398686,-20057.32628389354,-46170.04543885941,-48482.54768848548,-41807.91351284876,11063.394849616296,-50159.282733398686,11063.394849616296,9
0.0009486832980505143,44,1625,0.0,-42983.69347665893,-44451.169531258194,-41289.125820450434,-37115.24326180843,-44942.34459959823,-42156.31533795484,2824.085506348322,-44942.34459959823,2824.085506348322,9
0.0030000000000000014,128,3875,0.0,-44964.937408221806,-42266.32112773038,-44720.01849146163,-39856.82377899144,-39644.26676289676,-42290.47351386041,2279.521461143071,-44964.937408221806,2279.521461143071,9
