actor_lr,critic_lr,buf_size,batch_size,ou_theta,ou_sigma,auc_seed_1000,auc_seed_2000,auc_seed_3000,auc_seed_4000,auc_seed_5000,auc_seed_6000,auc_seed_7000,auc_seed_8000,auc_seed_9000,auc_seed_10000,mean_auc,std_auc,min_auc,max_auc,n_seeds,file_name
0.001,0.0001,100000,64,0.2,0.1,-50119.04399491399,,,-50119.0362502762,-50064.304779051134,-50064.374279415315,,-50064.35523093569,-50064.32870163693,-50064.51325200633,-50079.99378403365,24.695149793622416,-50119.04399491399,24.695149793622416,11,car-train_10000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_5000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_9000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.1
0.001,0.001,100000,64,0.25,0.1,-50119.45117055407,-50064.37021544197,,-50118.994335582225,-50064.470127785564,-50064.365819748804,,-50064.489478335396,,-50064.35381277906,-50080.07070860387,24.762276069381436,-50119.45117055407,24.762276069381436,11,car-train_10000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_2000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_5000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_6000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1
0.001,0.0001,100000,64,0.15,0.2,-50119.00309280174,-50064.500336435885,,-50119.27588548907,-50064.44135230366,,,-50064.48972022072,-50064.43891859469,-50064.49592878921,-50080.09217637643,24.695807336017417,-50119.27588548907,24.695807336017417,11,car-train_10000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_5000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_9000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2
0.01,0.0001,100000,64,0.25,0.2,,,-50064.420563269734,,-50064.40107732239,-50119.33309513043,-50119.34732638394,-50064.45060895792,-50064.40299697683,-50064.44764247972,-50080.11475864586,24.808360936050406,-50119.34732638394,24.808360936050406,11,car-train_10000_2000000_al_0.01_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_3000_2000000_al_0.01_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_5000_2000000_al_0.01_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_7000_2000000_al_0.01_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_9000_2000000_al_0.01_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2
0.0001,0.001,100000,64,0.25,0.1,-50118.98390536132,-50082.1076528467,,-50118.981161378564,-50058.62406154885,-50060.83660466816,,-50064.33796390434,,-50063.66463684838,-50081.07656950805,24.99118397724983,-50118.98390536132,24.99118397724983,11,car-train_10000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_1000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_2000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_5000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_6000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_8000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1
0.0001,0.0001,100000,64,0.2,0.2,-50116.44772194866,,,-50064.450341068215,-50064.4188188117,-50117.167434948526,,-50064.46584014215,,-50064.24113087623,-50081.865214632584,24.70896490754248,-50117.167434948526,24.70896490754248,10,car-train_10000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_5000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2
0.0001,0.0001,500000,64,0.15,0.1,-50118.96260388577,,,,-50064.33398418519,,,,,-50063.55445327484,-50082.2836804486,25.937867883235633,-50118.96260388577,25.937867883235633,7,car-train_10000_2000000_al_0.0001_cl_0.0001_buf_500000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.0001_cl_0.0001_buf_500000_bs_64_th_0.15_sig_0.1;car-train_5000_2000000_al_0.0001_cl_0.0001_buf_500000_bs_64_th_0.15_sig_0.1
0.0001,0.001,500000,64,0.25,0.2,-50119.00692942762,,,,,-50064.46023113575,,,,-50063.68942803014,-50082.385529531166,25.89715212320382,-50119.00692942762,25.89715212320382,7,car-train_10000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2
0.0001,0.0001,100000,64,0.15,0.2,-50118.97684776605,-50118.659606303525,,-50064.47271689589,,-50064.288966912376,,-50064.488446803756,,-50064.027283542084,-50082.48564470394,25.69162729579432,-50118.97684776605,25.69162729579432,10,car-train_10000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_2000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.2
0.001,0.001,100000,64,0.15,0.1,-50119.10592748545,,,-50119.128450412856,-50064.3369526658,-50064.390638617224,,-50064.37881718854,,-50064.377974427356,-50082.619793466205,25.807562003439003,-50119.128450412856,25.807562003439003,10,car-train_10000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_5000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1
0.001,0.0001,500000,64,0.25,0.2,,-50064.412039864525,,-50119.0474260162,,,,,-50064.402970729665,,-50082.620812203466,25.757505908751302,-50119.0474260162,25.757505908751302,7,car-train_2000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_9000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.25_sig_0.2
0.001,0.01,500000,64,0.25,0.1,-50119.028805341724,,,,,,,-50064.489477961004,,-50064.3538115212,-50082.62403160797,25.74212195733917,-50119.028805341724,25.74212195733917,7,car-train_10000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1
0.01,0.01,500000,64,0.25,0.1,,,,-50119.00676286762,,-50064.51451085849,,,,-50064.353724488166,-50082.62499940476,25.725875398968057,-50119.00676286762,25.725875398968057,7,car-train_10000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1
0.01,0.001,500000,64,0.25,0.1,,,,-50119.00677503878,,-50064.51451085849,,,,-50064.353724488166,-50082.62500346181,25.72588113649097,-50119.00677503878,25.72588113649097,7,car-train_10000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.1
0.01,0.01,500000,64,0.15,0.1,-50119.12132939172,,,,,-50064.39058236954,,,,-50064.377972851515,-50082.62996153758,25.803294177926166,-50119.12132939172,25.803294177926166,7,car-train_10000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.1
0.001,0.0001,100000,64,0.25,0.2,-50119.044795278445,-50064.412039864525,,-50119.0474260162,,,,-50064.45058268684,-50064.402970729665,-50064.44669610767,-50082.63408511389,25.74719581654767,-50119.0474260162,25.74719581654767,10,car-train_10000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_9000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.2
0.01,0.01,500000,64,0.2,0.1,,,,-50119.03988707193,,-50064.52492334104,,-50064.355220384794,,,-50082.640010265925,25.73869296594405,-50119.03988707193,25.73869296594405,7,car-train_4000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.1
0.01,0.001,500000,64,0.2,0.1,,,,-50119.047847475274,,-50064.52492334104,,-50064.355220384794,,,-50082.642663733706,25.742445522476135,-50119.047847475274,25.742445522476135,7,car-train_4000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.1
0.01,0.001,500000,64,0.25,0.2,-50119.03763996729,,,,,,,-50064.45060897057,,-50064.447642564926,-50082.64529716759,25.733272405425705,-50119.03763996729,25.733272405425705,7,car-train_10000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2
0.01,0.01,500000,64,0.25,0.2,,,,-50119.05509640533,,-50064.45950824795,,,,-50064.447642564926,-50082.65408240607,25.73940429677833,-50119.05509640533,25.73940429677833,7,car-train_10000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.2
0.001,0.001,500000,64,0.2,0.2,-50119.04512315648,,,,,-50064.480161335254,,,,-50064.448807841174,-50082.65803077764,25.729562952633607,-50119.04512315648,25.729562952633607,7,car-train_10000_2000000_al_0.001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2
0.01,0.001,500000,64,0.2,0.2,,,,-50119.22745851155,,-50064.48014781386,,-50064.46706621314,,,-50082.72489084618,25.81121367940207,-50119.22745851155,25.81121367940207,7,car-train_4000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2
0.0001,0.01,500000,64,0.15,0.1,,,,,,-50064.590482736116,,-50064.37630364102,,-50119.23905592515,-50082.73528076743,25.812215050829465,-50119.23905592515,25.812215050829465,7,car-train_10000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.1
0.01,0.01,500000,64,0.15,0.2,,,,-50119.27585551614,,-50064.49379054334,,,,-50064.49594437702,-50082.75519681218,25.824005437949747,-50119.27585551614,25.824005437949747,7,car-train_10000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2
0.0001,0.001,100000,64,0.2,0.1,-50118.99445925489,,-50094.18677947249,-50119.01531107738,-50064.31746082143,-50060.76745439231,,-50064.35240645651,,-50063.79670006495,-50083.63293879142,24.712247718600022,-50119.01531107738,24.712247718600022,11,car-train_10000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_1000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_3000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_5000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1
0.001,0.0001,100000,64,0.15,0.1,-50119.102760471134,-50118.65899189135,,-50119.13047078423,-50064.31818805288,-50064.38893276667,,-50064.378822891624,-50064.34629975806,-50064.526994630636,-50084.85643265582,26.420058232274556,-50119.13047078423,26.420058232274556,12,car-train_10000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_2000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_5000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_9000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.15_sig_0.1
0.0001,0.001,100000,64,0.25,0.2,-50119.00692942762,,,-50119.02993155922,,-50064.46023113575,,-50064.44773040822,,-50063.68942803014,-50086.12685011219,26.857315216514188,-50119.02993155922,26.857315216514188,9,car-train_10000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2
0.01,0.001,100000,64,0.25,0.1,-50119.01026464764,,,-50119.00677503878,,-50064.51451085849,,-50064.3405413133,,-50064.353724488166,-50086.245163269276,26.751238787053488,-50119.01026464764,26.751238787053488,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.1
0.01,0.01,100000,64,0.25,0.1,-50119.028765003175,,,-50119.00676286762,,-50064.51451085849,,-50064.3405413133,,-50064.353724488166,-50086.248860906155,26.75576831887315,-50119.028765003175,26.75576831887315,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1
0.01,0.01,100000,64,0.2,0.1,-50119.059408617715,,,-50119.03988707193,,-50064.52492334104,,-50064.355220384794,,-50064.364626434915,-50086.26881317008,26.765508120252548,-50119.059408617715,26.765508120252548,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.1
0.01,0.001,100000,64,0.15,0.1,-50119.09163173281,,,-50119.12571954024,,-50064.39058236954,,-50064.37881260987,,-50064.377972851515,-50086.27294382079,26.81026529763778,-50119.12571954024,26.81026529763778,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1
0.01,0.01,100000,64,0.15,0.1,-50119.12132939172,,,-50119.12570740039,,-50064.39058236954,,-50064.37881260987,,-50064.377972851515,-50086.278880924605,26.81753460367562,-50119.12570740039,26.81753460367562,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1
0.01,0.001,100000,64,0.25,0.2,-50119.03763996729,,,-50119.05510853248,,-50064.45950824795,,-50064.45060897057,,-50064.447642564926,-50086.29010165664,26.745385431938736,-50119.05510853248,26.745385431938736,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2
0.01,0.01,100000,64,0.25,0.2,-50119.04508759467,,,-50119.05509640533,,-50064.45950824795,,-50064.45060897057,,-50064.447642564926,-50086.29158875669,26.74720636686669,-50119.05509640533,26.74720636686669,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2
0.01,0.001,100000,64,0.2,0.2,-50119.03586239698,,,-50119.22745851155,,-50064.48014781386,,-50064.46706621314,,-50064.448443916466,-50086.3317957704,26.7810478005889,-50119.22745851155,26.7810478005889,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2
0.01,0.01,100000,64,0.2,0.2,-50119.05533399497,,,-50119.22744644625,,-50064.48014781386,,-50064.467066212164,,-50064.448443916466,-50086.33568767675,26.785801152932837,-50119.22744644625,26.785801152932837,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2
0.01,0.001,100000,64,0.15,0.2,-50119.01064428583,,,-50119.27586757771,,-50064.49379054334,,-50064.489472021276,,-50064.49594437702,-50086.353143761036,26.773145926425567,-50119.27586757771,26.773145926425567,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2
0.01,0.001,100000,64,0.2,0.1,-50119.47656881894,,,-50119.047847475274,,-50064.52492334104,,-50064.355220384794,,-50064.364626434915,-50086.353837291,26.869982024168372,-50119.47656881894,26.869982024168372,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1
0.01,0.01,100000,64,0.15,0.2,-50119.02454663185,,,-50119.27585551614,,-50064.49379054334,,-50064.489472021276,,-50064.49594437702,-50086.35592181792,26.77653489987656,-50119.27585551614,26.77653489987656,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2
0.001,0.0001,100000,64,0.2,0.2,-50119.02813235108,-50118.45207854307,,-50119.22102917391,,-50064.479019696955,,-50064.467114371524,-50064.41598927271,-50064.448808706904,-50087.78745315945,26.94546849811328,-50119.22102917391,26.94546849811328,11,car-train_10000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_9000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2
