step_size,num_minibatches,rollout_steps,entropy_coef,l1_lambda_x,auc_seed_1000,auc_seed_2000,auc_seed_3000,auc_seed_4000,auc_seed_5000,auc_seed_6000,auc_seed_7000,auc_seed_8000,auc_seed_9000,auc_seed_10000,auc_seed_11000,auc_seed_12000,auc_seed_13000,auc_seed_14000,mean_auc,std_auc,min_auc,max_auc,n_seeds,l1_lambda_y,file_name
3e-05,128,6000,0.0,0.0001,-29950.264255887996,-27870.16790519678,-29819.93238522267,-29957.998368698776,-31498.399199185627,-31779.168323272836,-19639.261050810503,-30844.46874949642,-17400.82468587029,-28317.819500637183,-28941.63052182413,-30845.103533915822,-32150.493379795796,-29522.218454494196,-28466.982165307792,4254.3734405985,-32150.493379795796,4254.3734405985,18,1e-05,car-train_10000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_1000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_11000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_12000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_13000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_14000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_2000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_3000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_4000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_5000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_6000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_7000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_8000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5;car-train_9000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-5
3e-05,128,6000,0.0,0.0001,-29950.264255887996,-27870.16790519678,-29819.93238522267,-29957.998368698776,-31498.399199185627,-31779.168323272836,-19639.261050810503,-30844.46874949642,-17400.82468587029,-28317.819500637183,-28941.63052182413,-30845.103533915822,-32150.493379795796,-29522.218454494196,-28466.982165307792,4254.3734405985,-32150.493379795796,4254.3734405985,18,0.0001,car-train_10000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_1000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_11000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_12000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_13000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_14000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_2000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_3000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_4000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_5000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_6000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_7000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_8000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4;car-train_9000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-4
3e-05,128,6000,0.0,0.0001,-29950.264255887996,-27870.16790519678,-29819.93238522267,-29957.998368698776,-31498.399199185627,-31779.168323272836,-19639.261050810503,-30844.46874949642,-17400.82468587029,-28317.819500637183,-28941.63052182413,-30845.103533915822,-32150.493379795796,-29522.218454494196,-28466.982165307792,4254.3734405985,-32150.493379795796,4254.3734405985,18,0.001,car-train_10000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_1000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_11000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_12000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_13000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_14000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_2000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_3000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_4000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_5000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_6000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_7000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_8000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3;car-train_9000_5000000_ss_3e-5_m_128_r_6000_e_0.0_l1_1e-3
3e-05,32,6000,0.0,0.0001,-28279.926419923602,-25221.975630077035,-29182.104742430387,-29554.375814286046,-28479.26686460622,-31195.3666091291,-26505.87442175357,-29929.494544864825,-30243.7725050375,-28964.19667694643,-29481.389966357576,-24870.320542231948,-29773.198129694338,-28803.42372861191,-28606.04904256789,1784.9738706557293,-31195.3666091291,1784.9738706557293,18,1e-05,car-train_10000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_1000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_11000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_12000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_13000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_14000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_2000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_3000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_4000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_5000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_6000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_7000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_8000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5;car-train_9000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-5
3e-05,32,6000,0.0,0.0001,-28279.926419923602,-25221.975630077035,-29182.104742430387,-29554.375814286046,-28479.26686460622,-31195.3666091291,-26505.87442175357,-29929.494544864825,-30243.7725050375,-28964.19667694643,-29481.389966357576,-24870.320542231948,-29773.198129694338,-28803.42372861191,-28606.04904256789,1784.9738706557293,-31195.3666091291,1784.9738706557293,18,0.0001,car-train_10000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_1000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_11000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_12000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_13000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_14000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_2000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_3000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_4000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_5000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_6000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_7000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_8000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4;car-train_9000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-4
3e-05,32,6000,0.0,0.0001,-28279.926419923602,-25221.975630077035,-29182.104742430387,-29554.375814286046,-28479.26686460622,-31195.3666091291,-26505.87442175357,-29929.494544864825,-30243.7725050375,-28964.19667694643,-29481.389966357576,-24870.320542231948,-29773.198129694338,-28803.42372861191,-28606.04904256789,1784.9738706557293,-31195.3666091291,1784.9738706557293,18,0.001,car-train_10000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_1000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_11000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_12000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_13000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_14000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_2000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_3000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_4000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_5000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_6000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_7000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_8000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3;car-train_9000_5000000_ss_3e-5_m_32_r_6000_e_0.0_l1_1e-3
0.0003,64,4000,0.0,0.0001,-27771.244560369756,-26938.545172021742,-29867.60849846295,-27074.443081004003,-26877.43700441227,-29867.759970926778,-24692.02107235113,-28976.5098144963,-30747.952005216895,-26348.966140584667,-32926.68184137639,-28377.69028581125,-29929.48303044504,-30492.760018436493,-28634.935892565405,2089.9991028956347,-32926.68184137639,2089.9991028956347,18,1e-05,car-train_10000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_1000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_11000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_12000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_13000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_14000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_2000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_3000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_4000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_5000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_6000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_7000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_8000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5;car-train_9000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-5
0.0003,64,4000,0.0,0.0001,-27771.244560369756,-26938.545172021742,-29867.60849846295,-27074.443081004003,-26877.43700441227,-29867.759970926778,-24692.02107235113,-28976.5098144963,-30747.952005216895,-26348.966140584667,-32926.68184137639,-28377.69028581125,-29929.48303044504,-30492.760018436493,-28634.935892565405,2089.9991028956347,-32926.68184137639,2089.9991028956347,18,0.0001,car-train_10000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_1000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_11000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_12000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_13000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_14000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_2000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_3000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_4000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_5000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_6000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_7000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_8000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4;car-train_9000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-4
0.0003,64,4000,0.0,0.0001,-27771.244560369756,-26938.545172021742,-29867.60849846295,-27074.443081004003,-26877.43700441227,-29867.759970926778,-24692.02107235113,-28976.5098144963,-30747.952005216895,-26348.966140584667,-32926.68184137639,-28377.69028581125,-29929.48303044504,-30492.760018436493,-28634.935892565405,2089.9991028956347,-32926.68184137639,2089.9991028956347,18,0.001,car-train_10000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_1000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_11000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_12000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_13000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_14000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_2000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_3000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_4000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_5000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_6000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_7000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_8000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3;car-train_9000_5000000_ss_3e-4_m_64_r_4000_e_0.0_l1_1e-3
0.0003,64,6000,0.0,1e-05,-28339.414233461328,-32351.755850345413,-29762.2472270768,-27937.747309854843,-28995.519550268327,-29077.88164455108,-26452.139621183083,-28755.18166730824,-25295.026731071393,-29103.81976422771,-29358.778902545102,-28172.00512100952,-29257.182300349774,-28216.054148149346,-28648.196719385855,1545.4439039905205,-32351.755850345413,1545.4439039905205,18,1e-05,car-train_10000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_1000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_11000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_12000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_13000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_14000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_2000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_3000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_4000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_5000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_6000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_7000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_8000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5;car-train_9000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-5
0.0003,64,6000,0.0,1e-05,-28339.414233461328,-32351.755850345413,-29762.2472270768,-27937.747309854843,-28995.519550268327,-29077.88164455108,-26452.139621183083,-28755.18166730824,-25295.026731071393,-29103.81976422771,-29358.778902545102,-28172.00512100952,-29257.182300349774,-28216.054148149346,-28648.196719385855,1545.4439039905205,-32351.755850345413,1545.4439039905205,18,0.0001,car-train_10000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_1000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_11000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_12000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_13000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_14000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_2000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_3000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_4000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_5000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_6000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_7000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_8000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4;car-train_9000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-4
0.0003,64,6000,0.0,1e-05,-28339.414233461328,-32351.755850345413,-29762.2472270768,-27937.747309854843,-28995.519550268327,-29077.88164455108,-26452.139621183083,-28755.18166730824,-25295.026731071393,-29103.81976422771,-29358.778902545102,-28172.00512100952,-29257.182300349774,-28216.054148149346,-28648.196719385855,1545.4439039905205,-32351.755850345413,1545.4439039905205,18,0.001,car-train_10000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_1000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_11000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_12000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_13000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_14000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_2000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_3000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_4000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_5000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_6000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_7000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_8000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3;car-train_9000_5000000_ss_3e-4_m_64_r_6000_e_0.0_l1_1e-3
0.0003,32,4000,0.0,1e-05,-28140.14482636522,-28045.783753971937,-29017.19654583409,-32512.132981129955,-31159.97348568904,-27018.71168909482,-26686.168445350195,-28629.75575408958,-28158.472657068214,-28612.29543419232,-28399.017282237193,-25146.15958250351,-29609.079408752044,-31713.42905130123,-28774.880064112807,1911.6757400593071,-32512.132981129955,1911.6757400593071,18,1e-05,car-train_10000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_1000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_11000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_12000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_13000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_14000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_2000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_3000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_4000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_5000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_6000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_7000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_8000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_9000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5
0.0003,32,4000,0.0,1e-05,-28140.14482636522,-28045.783753971937,-29017.19654583409,-32512.132981129955,-31159.97348568904,-27018.71168909482,-26686.168445350195,-28629.75575408958,-28158.472657068214,-28612.29543419232,-28399.017282237193,-25146.15958250351,-29609.079408752044,-31713.42905130123,-28774.880064112807,1911.6757400593071,-32512.132981129955,1911.6757400593071,18,0.0001,car-train_10000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_1000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_11000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_12000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_13000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_14000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_2000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_3000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_4000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_5000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_6000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_7000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_8000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_9000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4
0.0003,32,4000,0.0,1e-05,-28140.14482636522,-28045.783753971937,-29017.19654583409,-32512.132981129955,-31159.97348568904,-27018.71168909482,-26686.168445350195,-28629.75575408958,-28158.472657068214,-28612.29543419232,-28399.017282237193,-25146.15958250351,-29609.079408752044,-31713.42905130123,-28774.880064112807,1911.6757400593071,-32512.132981129955,1911.6757400593071,18,0.001,car-train_10000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_1000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_11000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_12000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_13000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_14000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_2000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_3000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_4000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_5000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_6000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_7000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_8000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3;car-train_9000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-3
0.0003,32,4000,0.0,0.0001,-28767.771369941696,-28719.96557495498,-28987.737019520377,-27063.509981129977,-32051.078867729208,-28920.29932321109,-28709.503901790893,-28910.422863365544,-28002.517056663106,-26755.33367615778,-26844.272696510332,-33090.35404576528,-28369.029446583354,-30110.006456181938,-28950.128734250397,1738.1725545918246,-33090.35404576528,1738.1725545918246,18,1e-05,car-train_10000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_1000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_11000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_12000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_13000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_14000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_2000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_3000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_4000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_5000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_6000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_7000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_8000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5;car-train_9000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-5
0.0003,32,4000,0.0,0.0001,-28767.771369941696,-28719.96557495498,-28987.737019520377,-27063.509981129977,-32051.078867729208,-28920.29932321109,-28709.503901790893,-28910.422863365544,-28002.517056663106,-26755.33367615778,-26844.272696510332,-33090.35404576528,-28369.029446583354,-30110.006456181938,-28950.128734250397,1738.1725545918246,-33090.35404576528,1738.1725545918246,18,0.0001,car-train_10000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_1000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_11000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_12000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_13000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_14000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_2000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_3000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_4000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_5000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_6000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_7000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_8000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4;car-train_9000_5000000_ss_3e-4_m_32_r_4000_e_0.0_l1_1e-4
